cell_name,cell_idx,drug_name,drug_idx,IC50
NCI-H226,44,Dihydrorotenone,120,3.627326
NB1,367,Panobinostat,267,-5.218155
NCI-H1915,515,AZD8055,56,1.07913
NCI-H841,803,CI-1033,97,2.929747
EBC-1,288,Motesanib,237,6.029217
PANC-04-03,806,Paclitaxel,265,-0.922294
WM35,667,CCT-018159,89,4.226219
MV-4-11,424,(5Z)-7-Oxozeaenol,0,-4.519347
Hey,664,Alectinib,17,3.42632
C-33-A,603,VE-822,376,3.104711
NCI-H1944,514,Ara-G,25,5.09299
EKVX,30,FTY-720,148,3.572479
JJN-3,720,Kobe2602,205,4.091485
ES-2,583,PHA-665752,282,1.112835
KINGS-1,394,Ribociclib,306,4.069022
SU-DHL-4,222,BMS-536924,73,1.671666
BICR22,287,GDC0810,151,4.613674
U-118-MG,853,Lapatinib,209,5.155993
KASUMI-1,693,Pyridostatin,296,4.189105
L-428,157,Ponatinib,293,0.181619
SNU-61,57,LDN-193189,211,1.520471
KYSE-220,343,ZM447439,410,1.415235
L-540,159,AZD8186,57,4.603722
LU-139,133,GSK2606414,164,3.791486
HCC-44,745,Alectinib,17,3.570241
A2058,538,MG-132,226,-1.203625
MLMA,351,Linifanib,218,2.422353
NB13,102,AT7867,32,4.8935
NCI-H1092,421,BIBR-1532,67,4.241323
KYSE-270,714,Fludarabine,143,5.152491
A498,35,Mitoxantrone,231,2.222329
CAL-33,642,Docetaxel,123,-5.697153
SHP-77,752,Topotecan,358,2.082911
VA-ES-BJ,840,Daporinad,118,1.602933
HCC70,440,P22077,263,5.268475
K5,2,Trichostatin A,365,-1.779277
SUP-B15,837,Avagacestat,33,4.055386
ALL-PO,66,Capivasertib,86,0.473009
ASH-3,293,GSK591,171,5.225652
NCI-H1963,512,POMHEX,292,-0.240397
DJM-1,122,GSK1904529A,161,3.359238
OCUM-1,357,GSK2830371,167,6.466352
AsPC-1,610,AZD6482,53,3.728976
GDM-1,736,LIMK1 inhibitor BMS4,217,2.941981
MOLT-4,49,AZD8931,59,2.382411
SK-LMS-1,780,ML323,235,5.162841
SW1710,234,Ipatasertib,192,3.53671
NCI-H720,789,JQ1,198,3.048101
PANC-03-27,807,GSK2830371,167,5.683928
RT4,759,A-366,3,3.311938
KARPAS-45,695,Saracatinib,317,1.457863
BHY,675,AZD2014,42,-0.547887
ZR-75-30,665,WEHI-539,389,5.768897
D-502MG,63,AZD4547,45,4.142899
SNU-16,812,Irinotecan,193,0.634616
SH-4,753,Afuresertib,11,4.104866
P30-OHK,191,PCI-34051,270,2.439456
JHH-4,398,RVX-208,312,3.973559
KU812,144,PHA-665752,282,2.462352
647-V,672,SU11274,341,3.561938
Hs-633T,434,VX-702,387,2.624661
EN,729,HG6-64-1,179,4.726291
SK-N-SH,769,Kobe2602,205,4.125434
WM-115,688,PD173074,272,6.641597
HLE,3,GSK1070916,160,0.173284
KLE,451,VE-822,376,4.87431
MKN1,113,Thapsigargin,355,-3.284588
BFTC-909,677,CPI-637,104,4.254252
ES-2,583,CMK,100,1.685405
NB1,367,ZG-10,408,-0.069089
CL-11,644,Ruxolitinib,311,5.970113
TGW,154,Cyclophosphamide,110,3.972225
SIG-M5,215,Serdemetan,329,2.806346
EB2,584,SB216763,319,5.477063
ACHN,34,Entospletinib,131,2.506185
ST486,857,Flavopiridol,142,-2.619317
FU97,303,UNC0642,373,1.651624
SW684,836,Gallibiscoquinazole,150,3.948771
BxPC-3,38,Mitomycin-C,230,-0.384719
NCI-H508,524,Oxaliplatin,262,1.521591
OVMIU,270,Pelitinib,273,-2.652249
MDA-MB-175-VII,410,Luminespib,222,-2.918202
NMC-G1,364,GNE-317,155,2.720341
ES6,107,LFM-A13,215,4.660294
PSN1,273,Bortezomib,75,-4.794382
SNG-M,196,AZD5582,50,-2.596741
A431,683,SB216763,319,5.848163
ES6,107,AT-7519,30,-0.890352
HCC-78,744,CI-1040,98,4.202268
NCI-H1703,494,CHIR-99021,96,3.830782
SW1417,547,FTY-720,148,2.472225
CAL-33,642,Venetoclax,379,2.053859
KMS-12-BM,707,Sorafenib,337,0.872454
A101D,541,Quizartinib,302,3.078655
MDA-MB-231,50,BMS-345541,71,2.705252
NB7,55,Savolitinib,318,3.49055
SF268,11,glutathione,154,9.589041
KYSE-220,343,Tenovin-6,353,1.731863
HCC2998,29,AR-42,24,-0.032237
NCI-H1651,498,Nilotinib,243,4.076448
OCI-AML3,268,SGC0946,331,1.446939
SF268,11,UNC0642,373,1.227747
HT-3,445,Telomerase Inhibitor IX,349,1.129718
D-336MG,401,Lapatinib,209,2.339063
KARPAS-1106P,699,Dacarbazine,114,4.871321
SK-MEL-24,777,Pictilisib,286,1.652814
GCT,575,ZSTK474,412,4.176733
JHH-1,399,Ibrutinib,184,5.420069
U251,24,ZM447439,410,2.76323
LP-1,170,AZ20,35,1.757918
SK-MEL-28,8,Olaparib,255,4.883368
MFM-223,162,Obatoclax Mesylate,253,0.570605
KU812,144,Acetalax,8,4.339935
HuP-T3,327,Oxaliplatin,262,5.493304
KE-37,691,Omipalisib,256,-4.194598
KURAMOCHI,346,NG-25,242,2.906773
KARPAS-299,698,AR-42,24,-1.568203
NCI-H1581,502,Epirubicin,133,-1.096488
COLO-679,125,GSK269962A,165,2.364534
IGR-37,742,Savolitinib,318,2.675326
SU-DHL-5,223,GSK1070916,160,-5.046462
MDST8,321,IPA-3,191,3.786153
CAMA-1,620,GSK2606414,164,3.467568
LP-1,170,Wnt-C59,393,2.905201
YAPC,226,Motesanib,237,7.183593
WM-115,688,L-Oxonoreleagnine,208,4.14551
HCT-15,531,Cyclophosphamide,110,5.781656
NB7,55,PIK-93,287,3.148197
GR-ST,876,Enzastaurin,132,3.316093
NCI-H1568,504,glutathione,154,10.450021
NU-DUL-1,251,WZ3105,396,-2.521638
A388,535,NPK76-II-72-1,245,5.148773
IMR-5,860,WH-4-023,390,1.775214
MOLT-4,49,AS601245,27,2.188374
MDA-MB-361,322,GSK-LSD1,158,2.787704
MFE-296,164,AZD1208,39,5.681525
MFE-296,164,AZ6102,36,3.708363
COLO-668,47,Vinorelbine,381,-0.71212
JHH-7,396,BMS-754807,74,3.575468
MDA-MB-330,409,CP466722,101,1.73278
COLO-205,555,Bortezomib,75,-5.076654
MOLT-4,49,QL-XII-47,300,0.307844
NKM-1,365,C-75,83,4.319778
VMRC-RCZ,149,Savolitinib,318,3.844056
NY,358,NSC-87877,247,5.407646
EKVX,30,GSK1070916,160,5.678931
PC-3,14,CHIR-99021,96,3.833771
SU-DHL-8,236,PFI-1,279,4.232179
Hs-746T,432,LCL161,210,2.216284
huH-1,374,POMHEX,292,1.222567
EN,729,alpha-lipoic acid,20,8.717145
LS-123,523,WH-4-023,390,1.245145
H4,574,CPI-637,104,1.277223
TE-15,94,GSK2110183B,162,2.595034
CaR-1,290,Gemcitabine,153,-1.464205
U-118-MG,853,POMHEX,292,3.95828
UM-UC-3,843,IPA-3,191,3.568152
CAPAN-1,634,Gefitinib,152,3.166924
RCC-FG2,553,PFI3,281,5.739989
KYSE-510,711,A-83-01,6,2.980791
NCI-H747,525,GSK343,169,4.778161
JHH-6,397,LIMK1 inhibitor BMS4,217,4.641769
NCI-H1915,515,XAV939,398,5.174449
MY-M12,862,Tanespimycin,347,0.950002
SNU-423,858,CCT245232,91,-1.665753
IGR-37,742,AZD1480,41,1.367671
QGP-1,188,Flavopiridol,142,-0.738187
KOSC-2,387,CD532,92,0.027768
OPM-2,263,YK-4-279,405,1.225383
L-363,145,kb NB 142-70,201,1.315942
ABC-1,296,Bromosporine,78,3.858779
HMV-II,131,AZD5582,50,1.873745
IST-MEL1,78,AT-7519,30,0.014431
MEL-HO,167,Dacinostat,115,-4.066549
SAS,181,PFI3,281,4.336961
NCI-H841,803,GSK269962A,165,2.290538
SK-MEL-3,776,IWP-2,195,2.991466
KYSE-450,712,Luminespib,222,-2.923813
KYSE-510,711,JQ1,198,3.077621
SK-MEL-24,777,Docetaxel,123,-0.738178
SNU-81,56,Sabutoclax,314,1.471182
LS1034,447,FTY-720,148,2.838231
SNU-1,813,CRT0105950,106,4.640283
NCI-H82,800,CPI-637,104,4.782058
NCI-H2228,484,PIK-93,287,3.212807
HuP-T4,325,alpha-lipoic acid,20,8.278741
HEL,381,AZD5363,48,4.258594
HCC1954,590,AZD1332,40,5.372574
A673,571,CHIR-99021,96,3.379451
PANC-02-03,808,MN-64,236,5.536087
VMRC-MELG,150,IOX2,190,3.194809
VA-ES-BJ,840,GSK1070916,160,2.955541
KMRC-1,393,Selisistat,326,5.577381
NY,358,Bryostatin 1,79,-2.755157
L-1236,146,XMD13-2,400,3.811463
HCC-44,745,Dasatinib,119,-1.638682
Ramos-2G6-4C10,873,Avagacestat,33,3.555136
KS-1,347,PLX-4720,290,5.928413
BALL-1,128,I-BET-151,180,1.094205
NCI-H2444,479,Ponatinib,293,1.553364
COLO-684,46,Epothilone B,134,-5.050745
TGW,154,Tamoxifen,346,3.038232
NCI-H1693,496,Topotecan,358,1.157993
D-263MG,487,Tozasertib,361,3.494903
CCK-81,289,Foretinib,145,1.5502
HL-60,557,Pevonedistat,275,-1.459439
NCI-H1651,498,HG-5-88-01,178,4.898922
KON,388,Oxaliplatin,262,3.845899
NCI-H2444,479,LY2109761,223,5.182991
A4-Fuk,302,OSI-930,258,4.486715
CAS-1,67,Epirubicin,133,-0.219082
RMG-I,182,Ipatasertib,192,5.202644
TC-71,233,VX-11e,386,3.184807
OVMIU,270,Erlotinib,137,0.139477
KOSC-2,387,VE821,377,2.807712
SW48,563,Apitolisib,23,2.597097
KU812,144,XAV939,398,3.63328
NCI-H1563,505,LCL161,210,4.757492
JJN-3,720,Etoposide,138,2.974558
A3-KAW,297,Tipifarnib,356,-0.537153
BT-549,33,PD0325901,271,3.930913
HCC1599,593,Uprosertib,375,1.944021
KALS-1,395,YM201636,406,3.086348
MFE-280,165,UMI-77,370,4.420623
DOK,333,YM201636,406,4.875512
MKN7,350,AICA Ribonucleotide,15,7.993095
NCI-H508,524,SN-38,335,-3.199222
ES5,108,BAY-61-3606,61,1.890526
LoVo,564,Pictilisib,286,-1.251173
KYSE-220,343,Elephantin,127,3.095136
NCI-H28,476,QL-XII-47,300,0.334761
THP-1,833,Afuresertib,11,1.13072
KYSE-140,717,Quizartinib,302,3.163943
D-283MED,602,GSK343,169,3.526902
HAL-01,129,YM201636,406,1.171118
PANC-08-13,805,Rapamycin,303,1.06689
ChaGo-K-1,624,Luminespib,222,-1.243679
LS-123,523,Temsirolimus,351,0.943099
NCI-H2141,461,Dabrafenib,113,6.081971
KARPAS-231,704,Vismodegib,382,4.430707
KALS-1,395,Nilotinib,243,3.025109
MDA-MB-436,407,GDC0810,151,5.505537
BFTC-909,677,Tretinoin,364,2.953611
LU-139,133,Pyridostatin,296,2.623445
OE19,281,AMG-319,21,6.00708
KARPAS-45,695,A-770041,5,0.950265
OAW-42,282,Remodelin,305,4.67589
MCF7,51,Camptothecin,85,-1.841467
TUR,859,Wnt-C59,393,2.322275
HCC-15,748,JNK Inhibitor VIII,197,5.476094
OACp4C,253,VNLG/124,383,3.155713
MS751,412,GSK269962A,165,1.463791
MC116,411,VX-702,387,1.930366
NCI-H446,661,EHT-1864,126,3.505487
Hs-445,435,Pelitinib,273,-0.51975
SK-N-AS,772,AZD5582,50,2.938851
LS1034,447,MIM1,228,4.023745
SW780,823,BI-2536,65,-0.859119
NCI-H2141,461,Nilotinib,243,5.06232
T24,845,WHI-P97,391,3.626741
A388,535,Docetaxel,123,-5.988856
COR-L32,308,Cisplatin,99,1.533429
RKO,764,Bleomycin,70,3.173518
MHH-CALL-2,161,Talazoparib,345,0.075355
RERF-LC-Sq1,184,PI-103,285,1.528891
SAS,181,PI-103,285,0.003785
OV-56,277,Zoledronate,411,4.571295
KE-37,691,FTY-720,148,1.29306
LC-2-ad,136,SN-38,335,-5.388763
NCI-H524,798,SB505124,320,1.53691
SK-CO-1,767,TW 37,367,0.034987
KYSE-270,714,SGC-CBP30,330,4.622494
DAN-G,649,VE821,377,3.760469
DMS-79,318,NPK76-II-72-1,245,3.332759
KYSE-180,715,BX-912,81,3.314551
CA46,614,PD173074,272,3.56581
KMH-2,400,Wnt-C59,393,3.886705
MLMA,351,AZ20,35,0.732062
LS-513,443,PRT062607,295,2.476106
SUIT-2,195,Lestaurtinib,214,0.050748
J82,456,VE-822,376,3.168043
BALL-1,128,Dabrafenib,113,3.497101
SW780,823,LGK974,216,4.23943
A4-Fuk,302,RO-3306,307,1.126107
SIMA,214,SNX-2112,336,-0.057016
KMRC-20,392,KIN001-270,204,5.294349
Farage,581,Osimertinib,259,0.986384
BE2-M17,866,BX-912,81,2.729074
SNU-1,813,Ribociclib,306,2.85358
CAS-1,67,GW441756,175,2.967928
A2780,65,Motesanib,237,5.591239
ETK-1,117,Dabrafenib,113,3.279714
NCI-H2444,479,Bleomycin,70,5.206263
EW-3,59,BIX02189,69,3.050041
MOLM-13,247,ML323,235,3.451941
COLO-783,653,Foretinib,145,0.870387
JURL-MK1,702,Luminespib,222,-5.081279
KYSE-270,714,BMS-345541,71,2.506405
NCI-H1915,515,CPI-613,103,5.352109
ML-2,249,VX-11e,386,0.492647
SU-DHL-6,224,GW441756,175,2.134193
OVCA433,662,VX-702,387,3.324897
OV-56,277,AGI-5198,12,5.525815
MOLM-13,247,Sapitinib,316,2.548928
A549,612,AT7867,32,4.760329
NCI-H2172,626,Uprosertib,375,5.408566
GOTO,337,Olaparib,255,2.648142
KON,388,AZ6102,36,1.501604
OCUB-M,88,Mitoxantrone,231,2.013
MY-M12,862,PHA-665752,282,2.075626
NCI-H211,465,GSK1904529A,161,3.450801
OMC-1,87,S-Trityl-L-cysteine,313,3.186337
BALL-1,128,XMD13-2,400,2.637244
DEL,648,Cabozantinib,84,3.087685
RL,763,Imatinib,188,2.785364
RT4,759,JNJ38877605,196,2.867132
RMG-I,182,Pilaralisib,288,3.12764
MOLT-4,49,Temsirolimus,351,1.389779
EC-GI-10,119,Sinularin,333,4.240926
NCI-H1703,494,Bosutinib,76,1.926124
OAW-28,283,XMD14-99,401,4.985074
NCI-H1623,501,BX795,82,3.711646
LCLC-103H,175,Vorinostat,384,1.676101
KMOE-2,706,Axitinib,34,2.062382
IST-MEL1,78,ABT737,7,3.399122
ChaGo-K-1,624,Voxtalisib,385,5.309739
JiyoyeP-2003,545,JNK Inhibitor VIII,197,4.882859
Ca-Ski,623,Voxtalisib,385,2.407633
TE-441-T,834,Lenalidomide,213,5.120455
HMV-II,131,Uprosertib,375,2.217752
NCI-H2110,464,Bortezomib,75,-4.951222
NB(TU)1-10,368,Elesclomol,128,0.243852
HEC-1,382,TWS119,368,2.179057
P30-OHK,191,ARRY-520,26,-6.377953
647-V,672,BX-912,81,3.535703
ECC10,121,5-Fluorouracil,2,4.774924
TUR,859,Buparlisib,80,0.370775
PC-3,14,GSK2801,166,6.10007
NCI-H522,27,AZD8055,56,1.975284
SIG-M5,215,Irinotecan,193,1.728655
HOP-62,39,RU-SKI 43,309,4.530493
NCI-H835,802,Doramapimod,124,5.108771
G-401,578,GSK429286A,170,2.693739
LN-18,450,Vinorelbine,381,-2.007234
A172,540,Dabrafenib,113,4.205098
MCF7,51,AICA Ribonucleotide,15,7.110553
KYM-1,344,AS605240,28,5.202772
DOK,333,PHA-793887,283,3.598795
SNU-C2B,527,EHT-1864,126,4.457694
SW1710,234,Cytarabine,111,3.05786
BE-13,871,Dacarbazine,114,3.37721
NCI-H2009,509,GSK690693,173,5.131474
RVH-421,218,Fulvestrant,149,3.531328
KYSE-70,709,KU-60019,207,4.40673
NU-DUL-1,251,AZ20,35,-1.915047
CPC-N,651,WZ-1-84,395,4.99856
DoTc2-4510,585,Alisertib,18,1.660887
SW1417,547,MIM1,228,6.289992
PFSK-1,801,BMS-754807,74,0.501521
SN12C,17,Enzastaurin,132,5.790218
NCI-H929,815,VX-11e,386,0.737377
NCI-H1793,508,JNK Inhibitor VIII,197,4.808599
NCI-H748,786,Leflunomide,212,5.710373
TC-YIK,82,IOX2,190,-0.526986
NCI-H747,525,AS601245,27,2.180721
LNZTA3WT4,864,LIMK1 inhibitor BMS4,217,5.332671
BL-41,674,Gallibiscoquinazole,150,0.862774
IM-95,386,AICA Ribonucleotide,15,7.584635
TE-9,155,QS11,301,3.034766
SF126,202,PLX-4720,290,3.628755
SK-MEL-1,778,UNC0379,371,6.252359
NCI-H835,802,Motesanib,237,5.074686
KARPAS-45,695,GSK343,169,1.871281
KU-19-19,718,GNE-317,155,0.061052
SF268,11,PAC-1,264,1.440162
KMRC-20,392,UNC0642,373,2.022206
NCI-H1693,496,Teniposide,352,5.064852
HL-60,557,Dactolisib,117,-1.099591
A673,571,AZD5153,47,1.813482
SAT,180,AZD6738,54,4.543617
OV-17R,278,Palbociclib,266,3.831799
PEO1,274,Entinostat,130,3.473587
Calu-6,621,Cyclopamine,109,5.11979
GAK,336,Piperlongumine,289,1.710177
Hs-633T,434,MG-132,226,-1.56189
REH,255,PRT062607,295,2.461793
HCE-4,1,Z-LLNle-CHO,407,-0.438442
U-CH2,846,RVX-208,312,5.553849
KOSC-2,387,Crizotinib,105,1.61706
NCI-H1573,503,Crizotinib,105,4.141641
U-2-OS,852,PD0325901,271,0.136452
NCI-H2087,467,AZD4547,45,5.187899
KYSE-510,711,LDN-193189,211,1.957822
RC-K8,256,Lestaurtinib,214,1.727142
DU-145,31,KU-55933,206,5.761749
P30-OHK,191,CI-1033,97,0.886069
DU-4475,689,Pazopanib,269,3.609271
NB7,55,GW843682X,176,1.141122
NCI-H2030,472,I-BRD9,182,4.810575
NCI-H520,799,Alpelisib,19,4.348622
SUP-T1,818,Gemcitabine,153,-3.796801
KARPAS-422,696,AGI-6780,13,4.83811
NCI-H1975,511,PAC-1,264,2.810439
UWB1.289,549,Bicalutamide,68,5.28615
PL-21,258,IOX2,190,1.706602
MY-M12,862,QL-XII-47,300,-0.389201
SNU-1,813,AZD7762,55,-0.047543
COR-L321,307,Serdemetan,329,3.117623
DMS-273,316,Cisplatin,99,1.701683
OCI-AML2,254,GSK1059615,159,-0.561815
LCLC-103H,175,BPTES,77,4.988922
OE21,280,UNC1215,374,2.695815
FADU,582,Bexarotene,64,4.46854
RT4,759,CUDC-101,107,-1.488325
SW684,836,TW 37,367,2.345251
IA-LM,143,SB590885,322,5.396098
NCI-H1299,417,BX-912,81,3.922054
L-1236,146,ZM447439,410,3.050207
NH-12,366,Ribociclib,306,1.732585
NAMALWA,414,IOX2,190,-0.722868
SW1990,828,Methotrexate,225,1.77517
JURL-MK1,702,TAK-715,344,3.839317
IST-SL1,76,VE821,377,2.674734
MPP-89,75,VNLG/124,383,4.796956
CAL-78,629,Afuresertib,11,5.350687
CAL-29,636,BMS-536924,73,2.12662
KARPAS-45,695,DMOG,122,6.506227
DK-MG,646,L-Oxonoreleagnine,208,3.716228
HCC-33,747,BAY-61-3606,61,2.654699
ChaGo-K-1,624,CUDC-101,107,1.154993
8-MG-BA,686,Uprosertib,375,1.781717
NCI-H647,794,AS601245,27,2.311787
LU-134-A,135,TGX221,354,5.501391
DK-MG,646,Sepantronium bromide,328,-3.040617
L-428,157,STF-62247,340,4.433816
NCI-H146,460,Ipatasertib,192,4.652238
OV-17R,278,IMD-0354,189,0.282861
MEG-01,320,Bleomycin,70,3.389386
PA-TU-8902,262,AZ960,38,3.950147
MHH-PREB-1,207,Taselisib,348,2.173608
NCI-H2228,484,Fulvestrant,149,6.147763
A431,683,Avagacestat,33,4.153237
SUIT-2,195,PRT062607,295,4.997319
CW-2,123,SU11274,341,3.547238
CHP-212,616,BMS-345541,71,2.808651
RCC-MF,550,LGK974,216,4.53799
MDA-MB-468,406,GSK2606414,164,2.615525
TK,153,CP466722,101,1.395272
PANC-08-13,805,Trametinib,363,3.068094
MFE-319,163,Y-39983,404,5.417293
NCI-H661,791,Erlotinib,137,3.560128
EKVX,30,Alpelisib,19,5.395971
RERF-LC-KJ,186,RO-3306,307,4.925158
KG-1,530,CGP-60474,95,-0.924726
Hs-578-T,40,SGC-CBP30,330,3.901135
ES1,110,Bosutinib,76,1.691608
HCC2998,29,I-BET-151,180,1.151874
BE2-M17,866,Luminespib,222,-2.241602
23132-87,670,LJI308,220,4.93024
NCI-H292,295,GW-2580,174,5.284815
Becker,292,Oxaliplatin,262,5.949755
LC4-1,341,Telomerase Inhibitor IX,349,0.143421
HCC1954,590,AZD3514,43,4.842614
CAL-29,636,LFM-A13,215,4.159066
SCC-25,756,KIN001-266,203,2.440898
PE-CA-PJ15,275,Niraparib,244,3.609497
NCI-H2110,464,GSK591,171,3.266457
NMC-G1,364,Pelitinib,273,1.066306
ALL-PO,66,Lestaurtinib,214,-3.256409
SCC-3,204,Temsirolimus,351,-0.11738
KP-N-YN,348,Midostaurin,227,1.315246
KYSE-220,343,AR-42,24,0.048752
HCC-33,747,GW843682X,176,-1.997669
KM12,53,Gefitinib,152,3.073887
RVH-421,218,Sorafenib,337,2.949489
NCI-H1963,512,NSC-207895,246,3.212496
BxPC-3,38,Camptothecin,85,-0.635353
LS1034,447,PFI3,281,5.422528
no-10,363,JQ1,198,1.651742
MFE-296,164,GNE-317,155,2.831852
HCC1395,598,AZD8186,57,1.620128
KMRC-1,393,Quizartinib,302,2.8262
SK-N-AS,772,JQ1,198,2.043594
EFO-21,733,Rapamycin,303,-0.837801
MKN7,350,Wee1 Inhibitor,388,2.248407
HCC1569,594,AZD6094,52,3.778267
NCI-H69,790,Gemcitabine,153,0.509483
JJN-3,720,MIM1,228,4.23762
LAMA-84,176,AZD1332,40,2.155973
SHP-77,752,ETP-45835,139,5.267222
SIMA,214,BIBR-1532,67,3.709223
IST-SL1,76,Linsitinib,219,3.087717
FU-OV-1,724,Rucaparib,310,5.34476
LAN-6,160,Trichostatin A,365,-2.372844
NCI-H1651,498,Schweinfurthin A,324,0.005098
D-423MG,64,Daporinad,118,-4.732845
NCI-N87,814,AZD7762,55,0.838888
NCI-H2172,626,MK-1775,232,0.801991
RCC-JW,551,Dasatinib,119,-1.799723
HAL-01,129,Temozolomide,350,4.139236
KON,388,Y-39983,404,5.081198
H-EMC-SS,329,Idelalisib,187,4.78079
SNU-81,56,Acetalax,8,0.790271
Caov-3,619,AZD5582,50,-3.070914
HT-29,41,Vorinostat,384,0.989468
MOLM-13,247,Irinotecan,193,-0.855356
NCI-H1568,504,Sapitinib,316,0.540266
EFM-192A,690,Gemcitabine,153,4.526261
CHL-1,865,Midostaurin,227,-0.785876
CAMA-1,620,Kobe2602,205,3.29528
VAL,230,IOX2,190,0.260637
BHT-101,676,Remodelin,305,4.787177
SK-N-FI,770,LDN-193189,211,-0.04784
GDM-1,736,CP466722,101,0.554815
L-540,159,NSC-87877,247,5.105681
OSC-20,354,Embelin,129,1.979996
NCI-H2228,484,BI-2536,65,-0.347832
HCC1395,598,GSK690693,173,3.97995
KINGS-1,394,Erlotinib,137,5.793122
NCI-H2444,479,Niraparib,244,6.492256
QGP-1,188,XMD13-2,400,2.780679
HH,438,NSC-87877,247,5.767772
KYM-1,344,A-83-01,6,4.144822
COLO-800,314,Cediranib,93,2.483559
HCC-44,745,Rapamycin,303,-2.331972
NCI-H596,796,PFI-3,280,5.017698
NCI-H1573,503,CHIR-99021,96,4.382355
EVSA-T,726,AGK2,14,2.299527
TE-1,193,AZD1208,39,5.037114
SKG-IIIa,201,Alisertib,18,1.687705
SNB75,18,Luminespib,222,-2.063131
KMOE-2,706,AZD6482,53,0.986054
ST486,857,OSI-027,257,1.349105
SK-N-DZ,771,Y-39983,404,4.189605
TGBC24TKB,111,KIN001-270,204,4.814293
DAN-G,649,EPZ5676,136,5.231991
COR-L23,312,Schweinfurthin A,324,1.860057
HCC1500,595,Elephantin,127,2.871553
M059J,426,PF-4708671,277,3.750946
SK-MM-2,210,Belinostat,62,0.753292
SNU-449,854,UNC1215,374,2.077424
A673,571,GSK2830371,167,5.240599
KMS-11,391,PFI3,281,5.348809
HL-60,557,Ara-G,25,3.902765
NY,358,XMD13-2,400,4.399704
Calu-6,621,Fludarabine,143,6.001873
TK,153,Dihydrorotenone,120,0.449017
NCI-H3122,42,GSK650394,172,2.338208
NCI-H1573,503,Tubastatin A,366,5.645282
BT-20,606,NU7441,249,2.323161
HCC-827,743,TAK-715,344,2.247818
PA-1,809,Ruxolitinib,311,4.054503
GRANTA-519,737,Axitinib,34,3.254112
SISO,213,WIKI4,392,3.27639
OAW-28,283,OF-1,254,3.524156
OVCAR-4,16,Dinaciclib,121,-0.358353
SJSA-1,783,Paclitaxel,265,-3.042877
HuP-T3,327,Wnt-C59,393,5.526972
NCI-H1581,502,Vorinostat,384,0.72658
KARPAS-231,704,UNC0379,371,4.200074
YH-13,148,Docetaxel,123,-5.966286
SW982,824,ICL-SIRT078,186,4.831636
SHP-77,752,T0901317,343,3.503688
WM1552C,669,Kobe2602,205,5.002183
NCI-H2171,488,WIKI4,392,2.487616
COR-L311,309,Luminespib,222,-1.08492
NCI-H720,789,EPZ5676,136,5.464161
SCH,203,SB52334,321,5.808709
HCC202,589,PFI-3,280,4.92149
LU-165,132,GDC0810,151,5.698243
EB-3,534,Cabozantinib,84,2.15798
SN12C,17,ARRY-520,26,-3.414394
ASH-3,293,Vinorelbine,381,-1.727902
SNU-16,812,FTY-720,148,2.065021
TOV-21G,830,AGI-6780,13,5.326332
GCT,575,AST-1306,29,2.15827
NCI-H1703,494,Erlotinib,137,3.750687
RPMI-8226,13,Talazoparib,345,3.220642
NCI-H2227,485,Daporinad,118,-4.982094
KU-19-19,718,I-BET-762,181,1.317383
OVCA420,663,Foretinib,145,1.75985
DMS-53,317,PF-00299804,276,2.852743
MOLM-13,247,MIRA-1,229,2.909907
HCC1599,593,Sepantronium bromide,328,-6.693
SIG-M5,215,Tretinoin,364,2.736683
CAL-51,633,Ulixertinib,369,2.309718
KGN,139,Enzastaurin,132,4.363243
HO-1-u-1,379,Bortezomib,75,-5.742694
HLE,3,AZD8055,56,-0.753364
SK-GT-2,212,Fulvestrant,149,5.455506
Hs-683,433,AZD1208,39,3.330178
CAMA-1,620,CHIR-99021,96,4.986263
HCC-33,747,TAK-715,344,5.123475
HCC-15,748,Savolitinib,318,2.748387
LCLC-103H,175,Lenalidomide,213,5.839713
HCC-78,744,SB216763,319,6.138338
CA46,614,Sphingosine Kinase 1 Inhibitor II,338,2.290987
Detroit562,558,Kobe2602,205,4.959905
RERF-LC-MS,185,FTI-277,147,1.458893
COLO-792,45,Savolitinib,318,1.982257
BxPC-3,38,Lestaurtinib,214,0.785054
RL95-2,762,Kobe2602,205,2.435473
NCI-H1155,419,AZD5363,48,1.904684
NCI-H520,799,Belinostat,62,-0.242311
JVM-2,701,A-83-01,6,6.444898
KYSE-70,709,Bleomycin,70,4.714894
NCI-H1915,515,AZ20,35,1.095793
RKO,764,ABT737,7,4.587968
ES1,110,Seliciclib,325,4.479608
SKM-1,200,AZD8186,57,1.577082
SW872,822,Fedratinib,140,3.005779
KE-37,691,glutathione,154,6.923602
ECC10,121,Daporinad,118,-0.667465
NAMALWA,414,Tretinoin,364,3.655376
HEC-1,382,KU-55933,206,6.045655
NCI-H1666,497,BI-2536,65,1.142936
RPMI-8226,13,MIM1,228,3.126164
CHP-212,616,Epirubicin,133,-2.148026
OMC-1,87,GSK343,169,3.290563
Saos-2,758,VX-11e,386,3.7762
LS-123,523,AZD8186,57,2.942961
AN3-CA,611,SB216763,319,4.331291
NU-DUL-1,251,Nilotinib,243,2.573092
SK-MEL-2,9,A-443654,4,-0.150852
SIG-M5,215,AZD4547,45,2.978904
COR-L32,308,SGC0946,331,1.08198
EVSA-T,726,PCI-34051,270,3.690852
T47D,20,Alpelisib,19,1.613641
NCI-H358,474,GSK690693,173,3.428906
